FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly,Pedro
git\cache-tree.c,238,"static int update_one(struct cache_tree * it, struct cache_entry * * cache, int entries, const char * base, int baselen, int * skip_count, int flags)",1.1224489,0.12244898,1,0,147,9,9,2,2,1,0,0,,False
git\compat\inet_ntop.c,170,"const char * inet_ntop(int af, const void * src, char * dst, size_t size)",1.2666667,0.26666668,1,0,15,4,4,1,1,1,0,1,,True
git\exec-cmd.c,170,"static int git_get_exec_path(struct strbuf * buf, const char * argv0)",2.92,1.92,1,0,25,12,12,4,4,4,0,0,,False
git\run-command.c,1289,int finish_async(struct async * async),2.9545455,1.4545455,1.5,0,11,8,15,2,3,2,0,1,,False
git\read-cache.c,151,"int match_stat_data(const struct stat_data * sd, struct stat * st)",1.7333333,0.73333335,1,0,30,11,11,2,2,2,0,0,,False
git\run-command.c,221,"int sane_execvp(const char * file, char * const argv[])",2,1,1,0,20,10,10,2,2,1,0,2,,False
git\read-cache.c,960,"int verify_path(const char * path, unsigned mode)",1.0833334,0.083333336,1,0,48,4,4,1,1,1,0,0,,False
git\sha1dc\sha1.c,1821,"void SHA1DCUpdate(SHA1_CTX * ctx, const char * buf, size_t len)",1.8529412,0.3529412,1.5,0,34,6,11,2,3,2,0,1,,True
git\compat\mingw.c,2296,int mingw_raise(int sig),2.4142857,0.9142857,1.5,0,35,16,21,2,3,2,0,1,,True
git\remote-curl.c,49,"static int set_option(const char * name, const char * value)",1.0816326,0.08163265,1,0,147,12,12,1,1,1,0,0,,True
git\compat\nedmalloc\nedmalloc.c,202,static FORCEINLINE unsigned int size2binidx(size_t _size) THROWSPEC,8.375,4.375,3,1,40,35,235,5,15,3,5,6,,True
git\http.c,857,static CURL * get_curl_handle(void),10.710526,9.5,1.2105263,0,200,100,115,19,23,6,0,3,,True
git\http-push.c,663,"static int add_send_request(struct object * obj, struct remote_lock * lock)",1.137931,0.13793103,1,0,29,4,4,1,1,1,0,0,,False
git\diff-no-index.c,44,"static int get_mode(const char * path, int * mode)",1.2352941,0.23529412,1,0,17,4,4,1,1,1,0,0,,True
git\run-command.c,524,static void atfork_parent(struct atfork_state * as),3,1.5,1.5,0,12,9,16,2,3,2,0,1,,True
git\grep.c,173,"void grep_init(struct grep_opt * opt, struct repository * repo, const char * prefix)",1.5625,0.5625,1,0,32,9,9,2,2,2,0,0,,False
git\http.c,1636,static int handle_curl_result(struct slot_results * results),1.7027028,0.7027027,1,0,37,13,13,2,2,2,0,0,,True
git\thread-utils.c,68,int init_recursive_mutex(pthread_mutex_t * m),3.147059,1.6470588,1.5,0,17,14,18,2,3,2,0,3,,True
git\compat\nedmalloc\nedmalloc.c,375,"static void * threadcache_malloc(nedpool * p, threadcache * tc, size_t * size) THROWSPEC",2.402439,1.402439,1,0,82,23,23,5,5,3,0,1,,False
git\t\helper\test-chmtime.c,69,"int cmd__chmtime(int argc, const char * * argv)",1.1230769,0.12307692,1,0,65,8,8,1,1,1,0,0,,True
git\imap-send.c,1473,"static int curl_append_msgs_to_imap(struct imap_server_conf * server, struct strbuf * all_msgs, int total)",1.7083334,0.20833333,1.5,0,48,5,9,2,3,2,0,1,,True
git\http.c,1472,void run_active_slot(struct active_request_slot * slot),6.01,3.76,1.5,0.75,50,47,75,4,6,3,3,2,,True
git\entry.c,405,"static void mark_colliding_entries(const struct checkout * state, struct cache_entry * ce, struct stat * st)",2.142857,0.14285715,2,0,21,3,6,1,2,2,0,0,,True
git\builtin\init-db.c,181,void initialize_repository_version(int hash_algo),1.2352941,0.23529412,1,0,17,4,4,1,1,1,0,1,,False
git\compat\poll\poll.c,250,"static int compute_revents(int fd, int sought, fd_set * rfds, fd_set * wfds, fd_set * efds)",3.0555556,0.5555556,2.5,0,36,10,27,2,5,3,0,1,,True
git\daemon.c,1146,static int service_loop(struct socketlist * socklist),1.0638298,0.06382979,1,0,47,3,3,1,1,1,0,1,,True
git\cache-tree.c,498,"static struct cache_tree * read_one(const char * * buffer, unsigned long * size_p)",1.1285714,0.12857144,1,0,70,9,9,1,1,1,0,0,,True
git\http-push.c,1677,static void run_request_queue(void),2.9411764,1.9411765,1,0,17,11,11,3,3,1,0,0,,True
git\imap-send.c,392,static void socket_shutdown(struct imap_socket * sock),1.5454545,0.54545456,1,0,11,6,6,1,1,1,0,1,,False
git\run-command.c,1302,int async_with_fork(void),2.75,1.25,1.5,0,8,5,9,2,3,2,0,1,,True
git\http-push.c,1696,"int cmd_main(int argc, const char * * argv)",1.05,0.05,1,0,240,6,6,2,2,1,0,1,,True
git\compat\poll\poll.c,304,"int poll(struct pollfd * pfd, nfds_t nfd, int timeout)",7.32,4.92,1.4,1,250,246,431,5,7,4,5,4,,True
git\gettext.c,49,const char * get_preferred_languages(void),1.4666667,0.46666667,1,0,15,7,7,1,1,1,0,1,,True
git\daemon.c,808,"static int addrcmp(const struct sockaddr_storage * s1, const struct sockaddr_storage * s2)",1.3157895,0.31578946,1,0,19,6,6,1,1,1,0,1,,True
git\run-command.c,1311,const char * find_hook(const char * name),1.2413793,0.2413793,1,0,29,7,7,1,1,1,0,0,,False
git\read-cache.c,332,"static int is_racy_stat(const struct index_state * istate, const struct stat_data * sd)",2.5769231,1.0769231,1.5,0,13,7,11,2,3,2,0,1,,False
git\http.c,228,static void finish_active_slot(struct active_request_slot * slot),2.0714285,0.5714286,1.5,0,21,6,10,2,3,2,0,1,,True
libtomcrypt\src\ciphers\kseed.c,306,int kseed_test(void),3.3636365,1.8636364,1.5,0,44,41,81,2,3,2,0,3,,True
libtomcrypt\src\ciphers\serpent.c,600,"int serpent_ecb_decrypt(const unsigned char * ct, unsigned char * pt, const symmetric_key * skey)",1.375,0.375,1,0,8,3,3,1,1,1,0,0,,False
libtomcrypt\src\mac\hmac\hmac_init.c,28,"int hmac_init(hmac_state * hmac, int hash, const unsigned char * key, unsigned long keylen)",1.0576923,0.057692308,1,0,52,3,3,1,1,1,0,0,,False
libtomcrypt\src\ciphers\rc2.c,69,"int rc2_setup_ex(const unsigned char * key, int keylen, int bits, int num_rounds, symmetric_key * skey)",1.0769231,0.07692308,1,0,39,3,3,1,1,1,0,0,,True
libtomcrypt\src\encauth\eax\eax_test.c,22,int eax_test(void),4.6107664,2.9440994,1.3333334,0.33333334,161,158,318,3,4,3,1,3,,True
libtomcrypt\src\hashes\helper\hash_memory.c,26,"int hash_memory(int hash, const unsigned char * in, unsigned long inlen, unsigned char * out, unsigned long * outlen)",1.0909091,0.09090909,1,0,33,3,3,1,1,1,0,0,,False
libtomcrypt\src\misc\hkdf\hkdf_test.c,33,int hkdf_test(void),9.336869,6.908297,1.2857143,1.1428572,229,226,777,7,9,6,8,3,,True
libtomcrypt\src\prngs\rng_get_bytes.c,19,"static unsigned long _rng_nix(unsigned char * buf, unsigned long len, void( * callback)(void))",5.75,3.5,1.5,0.75,32,28,64,4,6,3,3,2,,True
libtomcrypt\tests\der_test.c,418,static void der_cacert_test(void),1.0684931,0.06849315,1,0,73,5,5,1,1,1,0,0,,False
libtomcrypt\src\prngs\fortuna.c,373,"unsigned long fortuna_read(unsigned char * out, unsigned long outlen, prng_state * prng)",1.0697675,0.069767445,1,0,43,3,3,1,1,1,0,0,,True
libtomcrypt\src\encauth\ocb3\ocb3_test.c,22,int ocb3_test(void),5.701807,3.9518073,1.25,0.5,249,246,497,4,5,3,2,3,,True
libtomcrypt\src\encauth\gcm\gcm_add_iv.c,25,"int gcm_add_iv(gcm_state * gcm, const unsigned char * IV, unsigned long IVlen)",1.2553191,0.25531915,1,0,47,12,12,1,1,1,0,0,,False
libtomcrypt\src\pk\ed25519\ed25519_sign.c,26,"int ed25519_sign(const unsigned char * msg, unsigned long msglen, unsigned char * sig, unsigned long * siglen, const curve25519_key * private_key)",1.0967742,0.09677419,1,0,31,3,3,1,1,1,0,0,,False
libtomcrypt\src\mac\hmac\hmac_test.c,51,int hmac_test(void),14.843969,12.920892,1.0769231,0.84615386,493,490,1363,13,14,4,11,3,,True
libtomcrypt\src\stream\sober128\sober128_stream.c,251,"int sober128_stream_crypt(sober128_state * st, const unsigned char * in, unsigned long inlen, unsigned char * out)",1.4210527,0.42105263,1,0,57,24,24,1,1,1,0,1,,False
libtomcrypt\src\hashes\md2.c,188,int md2_test(void),3.3888888,1.8888888,1.5,0,54,51,101,2,3,2,0,3,,True
libtomcrypt\src\mac\blake2\blake2smac_test.c,14,int blake2smac_test(void),3.4793105,1.9793104,1.5,0,290,287,573,2,3,2,0,3,,False
libtomcrypt\src\hashes\md2.c,149,"int md2_done(hash_state * md, unsigned char * out)",1.1363636,0.13636364,1,0,22,3,3,1,1,1,0,0,,True
libtomcrypt\src\ciphers\xtea.c,32,"int xtea_setup(const unsigned char * key, int keylen, int num_rounds, symmetric_key * skey)",1.12,0.12,1,0,25,3,3,1,1,1,0,0,,False
libtomcrypt\src\prngs\fortuna.c,346,int fortuna_ready(prng_state * prng),2.1666667,0.6666667,1.5,0,15,5,9,2,3,2,0,1,,False
libtomcrypt\src\hashes\rmd128.c,350,int rmd128_test(void),3.375,1.875,1.5,0,48,45,89,2,3,2,0,3,,True
libtomcrypt\src\pk\asn1\der\general\der_encode_asn1_length.c,24,"int der_encode_asn1_length(unsigned long len, unsigned char * out, unsigned long * outlen)",4.633333,1.1333333,3.5,0,90,51,199,2,7,3,0,3,,True
libtomcrypt\src\hashes\whirl\whirl.c,201,int whirlpool_test(void),3.425926,1.925926,1.5,0,81,78,155,2,3,2,0,3,,False
libtomcrypt\src\mac\hmac\hmac_file.c,28,"int hmac_file(int hash, const char * fname, const unsigned char * key, unsigned long keylen, unsigned char * out, unsigned long * outlen)",4.4080462,2.7413793,1.3333334,0.33333334,58,53,102,3,4,3,1,1,,True
libtomcrypt\src\math\ltm_desc.c,108,"static int set_int(void * a, ltc_mp_digit b)",2.7,1.2,1.5,0,10,6,11,2,3,2,0,1,,True
libtomcrypt\tests\file_test.c,13,int file_test(void),11.577419,9.677419,1.1,0.8,93,90,244,10,11,10,8,1,,True
libtomcrypt\src\stream\salsa20\xsalsa20_test.c,31,int xsalsa20_test(void),4.475178,2.8085108,1.3333334,0.33333334,47,44,105,3,4,3,1,3,,True
libtomcrypt\src\prngs\fortuna.c,102,static int _fortuna_reseed(prng_state * prng),2.983333,1.5833333,1.4,0,60,19,29,5,7,3,0,2,,True
libtomcrypt\src\ciphers\blowfish.c,304,"static void s_blowfish_encipher(ulong32 * L, ulong32 * R, const symmetric_key * skey)",1.2916666,0.29166666,1,0,24,7,7,1,1,1,0,1,,True
libtomcrypt\tests\der_test.c,1280,static void der_Xcode_test(void),1.106383,0.10638298,1,0,47,5,5,1,1,1,0,0,,True
libtomcrypt\src\math\ltm_desc.c,233,"static int unsigned_read(void * a, unsigned char * b, unsigned long len)",2.5,1,1.5,0,10,5,9,2,3,2,0,1,,True
libtomcrypt\src\stream\rabbit\rabbit.c,339,int rabbit_test(void),3.425,1.925,1.5,0,80,77,153,2,3,2,0,3,,True
libtomcrypt\tests\test.c,112,static void _unregister_all(void),48.893757,47.812122,1.0204082,0.06122449,165,161,170,49,50,49,3,1,,True
libtomcrypt\src\mac\f9\f9_test.c,21,int f9_test(void),3.3636365,1.8636364,1.5,0,44,41,81,2,3,2,0,1,,True
libtomcrypt\src\mac\blake2\blake2bmac_test.c,14,int blake2bmac_test(void),3.4793105,1.9793104,1.5,0,290,287,573,2,3,2,0,3,,False
libtomcrypt\src\misc\copy_or_zeromem.c,23,"void copy_or_zeromem(const unsigned char * src, unsigned char * dest, unsigned long len, int coz)",3.6742425,2.4242425,1,0.25,33,20,23,4,4,2,1,0,,True
libtomcrypt\src\pk\rsa\rsa_verify_hash.c,31,"int rsa_verify_hash_ex(const unsigned char * sig, unsigned long siglen, const unsigned char * hash, unsigned long hashlen, int padding, int hash_idx, unsigned long saltlen, int * stat, const rsa_key * key)",1.1090909,0.10909091,1,0,110,6,6,2,2,1,0,0,,False
libtomcrypt\src\pk\ecc\ecc_sign_hash.c,32,"int ecc_sign_hash_ex(const unsigned char * in, unsigned long inlen, unsigned char * out, unsigned long * outlen, prng_state * prng, int wprng, ecc_signature_type sigformat, int * recid, const ecc_key * key)",1.0952381,0.0952381,1,0,126,12,12,1,1,1,0,0,,True
libtomcrypt\src\mac\pmac\pmac_memory_multi.c,31,"int pmac_memory_multi(int cipher, const unsigned char * key, unsigned long keylen, unsigned char * out, unsigned long * outlen, const unsigned char * in, unsigned long inlen, ...)",1.0666667,0.06666667,1,0,45,3,3,1,1,1,0,0,,False
libtomcrypt\demos\timing.c,65,static ulong64 rdtsc(void),22.631485,12.093023,6.4615383,4.076923,43,40,465,13,84,14,53,44,,True
libtomcrypt\demos\timing.c,1019,static void time_macs_(unsigned long MAC_SIZE),10.919872,7.794872,2.375,0.75,117,114,784,8,19,7,6,1,,True
libtomcrypt\src\mac\xcbc\xcbc_done.c,24,"int xcbc_done(xcbc_state * xcbc, unsigned char * out, unsigned long * outlen)",1.0909091,0.09090909,1,0,33,3,3,1,1,1,0,0,,True
libtomcrypt\src\mac\pmac\pmac_done.c,18,"int pmac_done(pmac_state * pmac, unsigned char * out, unsigned long * outlen)",1.0857143,0.08571429,1,0,35,3,3,1,1,1,0,0,,False
libtomcrypt\src\math\ltm_desc.c,119,static unsigned long get_int(void * a),2.6111112,1.1111112,1.5,0,9,5,9,2,3,2,0,1,,True
libtomcrypt\src\encauth\ccm\ccm_memory.c,39,"int ccm_memory(int cipher, const unsigned char * key, unsigned long keylen, symmetric_key * uskey, const unsigned char * nonce, unsigned long noncelen, const unsigned char * header, unsigned long headerlen, unsigned char * pt, unsigned long ptlen, unsigned char * ct, unsigned char * tag, unsigned long * taglen, int direction)",1.840467,0.8404669,1,0,257,54,54,4,4,2,0,0,,True
libtomcrypt\demos\timing.c,1156,static void time_encmacs_(unsigned long MAC_SIZE),11.21606,7.8410597,2.25,1.125,151,148,882,8,18,7,9,1,,True
libtomcrypt\src\hashes\sha1.c,191,"int sha1_done(hash_state * md, unsigned char * out)",1.1,0.1,1,0,30,3,3,1,1,1,0,0,,False
libtomcrypt\src\hashes\blake2s.c,488,int blake2s_224_test(void),3.3285713,1.8285714,1.5,0,35,32,63,2,3,2,0,3,,True
libtomcrypt\src\modes\f8\f8_test_mode.c,19,int f8_test_mode(void),3.357143,1.8571428,1.5,0,42,39,77,2,3,2,0,3,,True
libtomcrypt\tests\common.c,89,"int test_process_dir(const char * path, void * ctx, dir_iter_cb process, dir_cleanup_cb cleanup, const char * test)",2.4713116,0.72131145,1.75,0,61,11,21,4,7,2,0,1,,False
libtomcrypt\src\hashes\blake2b.c,597,int blake2b_160_test(void),3.318182,1.8181819,1.5,0,33,30,59,2,3,2,0,3,,True
libtomcrypt\src\ciphers\anubis.c,1168,int anubis_test(void),6.2123823,3.9623826,1.5,0.75,319,316,1066,4,6,3,3,6,,True
libtomcrypt\src\ciphers\idea.c,158,"int idea_ecb_encrypt(const unsigned char * pt, unsigned char * ct, const symmetric_key * skey)",1.375,0.375,1,0,8,3,3,1,1,1,0,0,,True
libtomcrypt\src\hashes\blake2s.c,400,"int blake2s_done(hash_state * md, unsigned char * out)",1.1304348,0.13043478,1,0,23,3,3,1,1,1,0,0,,False
libtomcrypt\src\misc\pkcs5\pkcs_5_test.c,31,int pkcs_5_test(void),8.740477,6.883333,1.1428572,0.71428573,180,177,411,7,8,4,5,3,,True
libtomcrypt\src\prngs\sober128.c,181,int sober128_test(void),3.35,1.85,1.5,0,40,37,73,2,3,2,0,3,,False
libtomcrypt\src\math\rand_bn.c,16,"int rand_bn_bits(void * N, int bits, prng_state * prng, int wprng)",1.125,0.125,1,0,24,3,3,1,1,1,0,0,,False
libtomcrypt\tests\misc_test.c,11,int misc_test(void),9.823529,8.823529,1,0,34,30,30,10,10,10,0,0,,True
libtomcrypt\src\mac\omac\omac_file.c,28,"int omac_file(int cipher, const unsigned char * key, unsigned long keylen, const char * filename, unsigned char * out, unsigned long * outlen)",4.345238,2.6785715,1.3333334,0.33333334,56,50,96,3,4,3,1,1,,True
libtomcrypt\src\modes\lrw\lrw_setiv.c,25,"int lrw_setiv(const unsigned char * IV, unsigned long len, symmetric_LRW * lrw)",4.763158,2.7631578,1.4,0.6,38,21,40,5,7,3,3,2,,True
libtomcrypt\src\hashes\blake2b.c,544,int blake2b_256_test(void),3.3666668,1.8666667,1.5,0,45,42,83,2,3,2,0,3,,True
libtomcrypt\src\mac\pmac\pmac_file.c,28,"int pmac_file(int cipher, const unsigned char * key, unsigned long keylen, const char * filename, unsigned char * out, unsigned long * outlen)",4.345238,2.6785715,1.3333334,0.33333334,56,50,96,3,4,3,1,1,,True
libtomcrypt\src\stream\chacha\chacha_test.c,19,int chacha_test(void),3.3723404,1.8723404,1.5,0,47,44,87,2,3,2,0,3,,True
libtomcrypt\src\mac\blake2\blake2bmac_memory.c,24,"int blake2bmac_memory(const unsigned char * key, unsigned long keylen, const unsigned char * in, unsigned long inlen, unsigned char * mac, unsigned long * maclen)",1.1764706,0.1764706,1,0,17,3,3,1,1,1,0,0,,True
libtomcrypt\tests\rsa_test.c,337,"static int _rsa_import_x509(const void * in, unsigned long inlen, void * key)",2.3,0.3,2,0,10,3,6,1,2,1,0,0,,True
libtomcrypt\src\mac\poly1305\poly1305_memory.c,29,"int poly1305_memory(const unsigned char * key, unsigned long keylen, const unsigned char * in, unsigned long inlen, unsigned char * mac, unsigned long * maclen)",1.1764706,0.1764706,1,0,17,3,3,1,1,1,0,0,,True
libtomcrypt\src\mac\xcbc\xcbc_file.c,28,"int xcbc_file(int cipher, const unsigned char * key, unsigned long keylen, const char * filename, unsigned char * out, unsigned long * outlen)",4.345238,2.6785715,1.3333334,0.33333334,56,50,96,3,4,3,1,1,,True
libtomcrypt\src\hashes\sha2\sha512_256.c,64,"int sha512_256_done(hash_state * md, unsigned char * out)",1.2,0.2,1,0,15,3,3,1,1,1,0,0,,False
libtomcrypt\src\ciphers\serpent.c,574,"int serpent_setup(const unsigned char * key, int keylen, int num_rounds, symmetric_key * skey)",1.2307693,0.23076923,1,0,13,3,3,1,1,1,0,0,,True
libtomcrypt\src\encauth\ocb\ocb_test.c,22,int ocb_test(void),4.5963545,2.9296875,1.3333334,0.33333334,128,125,252,3,4,3,1,3,,True
libtomcrypt\src\mac\blake2\blake2bmac_file.c,23,"int blake2bmac_file(const char * fname, const unsigned char * key, unsigned long keylen, unsigned char * mac, unsigned long * maclen)",4.49359,2.8269231,1.3333334,0.33333334,52,49,95,3,4,3,1,1,,True
libtomcrypt\src\ciphers\des.c,1973,int des3_test(void),3.3947368,1.8947369,1.5,0,57,54,107,2,3,2,0,3,,False
libtomcrypt\src\modes\lrw\lrw_process.c,27,"int lrw_process(const unsigned char * pt, unsigned char * ct, unsigned long len, int mode, symmetric_LRW * lrw)",6.47343,4.695652,1.4444444,0.33333334,69,36,67,9,13,3,3,4,,True
libtomcrypt\src\hashes\sha3_test.c,551,int keccak_384_test(void),3.422078,1.9220779,1.5,0,77,74,147,2,3,2,0,3,,True
libtomcrypt\src\mac\blake2\blake2smac_file.c,23,"int blake2smac_file(const char * fname, const unsigned char * key, unsigned long keylen, unsigned char * mac, unsigned long * maclen)",4.49359,2.8269231,1.3333334,0.33333334,52,49,95,3,4,3,1,1,,True
libtomcrypt\src\stream\sober128\sober128_test.c,14,int sober128_stream_test(void),3.3,1.8,1.5,0,30,27,53,2,3,2,0,3,,True
libtomcrypt\src\mac\poly1305\poly1305_test.c,19,int poly1305_test(void),3.2857141,1.7857143,1.5,0,28,25,49,2,3,2,0,3,,True
libtomcrypt\src\misc\crypt\crypt_register_all_ciphers.c,22,int register_all_ciphers(void),23.935896,22.76923,1.0416666,0.125,78,74,83,24,25,24,3,1,,True
libtomcrypt\src\math\ltm_desc.c,221,"static int unsigned_write(void * a, unsigned char * b)",2.5,1,1.5,0,10,5,9,2,3,2,0,1,,True
libtomcrypt\src\hashes\blake2s.c,434,int blake2s_256_test(void),3.3666668,1.8666667,1.5,0,45,42,83,2,3,2,0,3,,False
libtomcrypt\src\pk\pkcs1\pkcs_1_oaep_decode.c,31,"int pkcs_1_oaep_decode(const unsigned char * msg, unsigned long msglen, const unsigned char * lparam, unsigned long lparamlen, unsigned long modulus_bitlen, int hash_idx, unsigned char * out, unsigned long * outlen, int * res)",1.0520834,0.052083332,1,0,96,5,5,1,1,1,0,0,,True
libtomcrypt\tests\padding_test.c,49,"static int _cmp_iso_10126(const padding_testcase * t, const unsigned char * p, unsigned long len)",2.25,0.25,2,0,12,3,6,1,2,2,0,0,,True
libtomcrypt\src\mac\f9\f9_file.c,28,"int f9_file(int cipher, const unsigned char * key, unsigned long keylen, const char * fname, unsigned char * out, unsigned long * outlen)",4.345238,2.6785715,1.3333334,0.33333334,56,50,96,3,4,3,1,1,,True
libtomcrypt\src\ciphers\blowfish.c,375,"int blowfish_expand(const unsigned char * key, int keylen, const unsigned char * data, int datalen, symmetric_key * skey)",1.0731708,0.07317073,1,0,41,3,3,1,1,1,0,0,,True
libtomcrypt\src\encauth\ocb\ocb_done_decrypt.c,29,"int ocb_done_decrypt(ocb_state * ocb, const unsigned char * ct, unsigned long ctlen, unsigned char * pt, const unsigned char * tag, unsigned long taglen, int * stat)",1.0909091,0.09090909,1,0,33,3,3,1,1,1,0,0,,False
libtomcrypt\src\mac\poly1305\poly1305_file.c,28,"int poly1305_file(const char * fname, const unsigned char * key, unsigned long keylen, unsigned char * mac, unsigned long * maclen)",4.49359,2.8269231,1.3333334,0.33333334,52,49,95,3,4,3,1,1,,True
libtomcrypt\tests\ecc_test.c,1496,static int _ecc_test_recovery(void),1.2191781,0.21917808,1,0,73,16,16,1,1,1,0,0,,True
libtomcrypt\src\encauth\gcm\gcm_mult_h.c,22,"void gcm_mult_h(const gcm_state * gcm, unsigned char * I)",8.032258,5.032258,1.5,1.5,31,26,82,6,9,4,9,3,,True
libtomcrypt\src\hashes\blake2b.c,216,"int blake2b_init(hash_state * md, unsigned long outlen, const unsigned char * key, unsigned long keylen)",1.1034483,0.10344828,1,0,29,3,3,1,1,1,0,0,,True
libtomcrypt\src\hashes\sha2\sha384.c,87,int sha384_test(void),3.35,1.85,1.5,0,40,37,73,2,3,2,0,3,,False
libtomcrypt\src\misc\compare_testvector.c,63,"int compare_testvector(const void * is, const unsigned long is_len, const void * should, const unsigned long should_len, const char * what, int which)",4.0833335,1.75,2,0.33333334,24,14,38,3,6,3,1,1,,True
libtomcrypt\src\misc\crypt\crypt_inits.c,40,int crypt_mp_init(const char * mpi),6.1,4.9333334,1,0.16666667,45,37,44,6,6,5,1,0,,True
libtomcrypt\src\mac\pelican\pelican_test.c,18,int pelican_test(void),3.4230769,1.9230769,1.5,0,78,75,149,2,3,2,0,3,,True
libtomcrypt\src\mac\hmac\hmac_memory_multi.c,31,"int hmac_memory_multi(int hash, const unsigned char * key, unsigned long keylen, unsigned char * out, unsigned long * outlen, const unsigned char * in, unsigned long inlen, ...)",1.0666667,0.06666667,1,0,45,3,3,1,1,1,0,0,,True
libtomcrypt\src\ciphers\skipjack.c,270,int skipjack_test(void),3.3285713,1.8285714,1.5,0,35,32,63,2,3,2,0,3,,True
libtomcrypt\tests\store_test.c,12,int store_test(void),1.6666667,0.6666667,1,0,60,20,20,2,2,1,0,0,,True
lvgl\src\lv_objx\lv_ta.c,473,"void lv_ta_set_text(lv_obj_t * ta, const char * txt)",2.1923077,0.6923077,1.5,0,52,18,22,2,3,2,0,1,,False
lvgl\src\lv_objx\lv_tileview.c,65,"lv_obj_t * lv_tileview_create(lv_obj_t * par, const lv_obj_t * copy)",1.2033899,0.20338982,1,0,59,6,6,2,2,1,0,0,,True
lvgl\src\lv_objx\lv_tileview.c,213,"void lv_tileview_set_tile_act(lv_obj_t * tileview, lv_coord_t x, lv_coord_t y, lv_anim_enable_t anim)",2.0545454,1.0545454,1,0,55,29,29,2,2,1,0,0,,False
lvgl\src\lv_themes\lv_theme_nemo.c,465,static void cb_init(void),2.9347825,0.9347826,2,0,46,43,86,1,2,2,0,1,,True
lvgl\src\lv_objx\lv_img.c,124,"void lv_img_set_src(lv_obj_t * img, const void * src_img)",3.1311476,0.13114753,3,0,61,8,24,1,3,3,0,0,,True
lvgl\src\lv_themes\lv_theme_alien.c,237,static void bar_init(void),1.909091,0.90909094,1,0,33,30,30,1,1,1,0,0,,False
lvgl\src\lv_themes\lv_theme_mono.c,269,static void cb_init(void),2.7272727,0.72727275,2,0,11,8,16,1,2,2,0,1,,True
lvgl\src\lv_core\lv_debug.c,85,bool lv_debug_check_style(const lv_style_t * style),1.5454545,0.54545456,1,0,11,6,6,1,1,1,0,0,,False
lvgl\src\lv_draw\lv_draw_rect.c,194,"static void lv_draw_rect_main_corner(const lv_area_t * coords, const lv_area_t * mask, const lv_style_t * style, lv_opa_t opa_scale)",2.3933055,1.3933055,1,0,239,111,111,3,3,1,0,0,,True
lvgl\src\lv_misc\lv_printf.c,314,"static size_t _ftoa(out_fct_type out, char * buffer, size_t idx, size_t maxlen, double value, unsigned int prec, unsigned int width, unsigned int flags)",1.6041666,0.104166664,1.5,0,96,5,9,2,3,2,0,1,,False
lvgl\src\lv_themes\lv_theme.c,56,void lv_theme_set_current(lv_theme_t * th),6.1588235,4.5588236,1.2,0.4,34,31,60,5,6,3,2,1,,True
lvgl\src\lv_draw\lv_draw_rect.c,666,"static void lv_draw_rect_border_corner(const lv_area_t * coords, const lv_area_t * mask, const lv_style_t * style, lv_opa_t opa_scale)",3.6581469,2.6581469,1,0,313,208,208,4,4,1,0,0,,True
lvgl\src\lv_themes\lv_theme_templ.c,62,static void btn_init(void),2.7,0.7,2,0,10,7,14,1,2,2,0,1,,True
lvgl\src\lv_draw\lv_img_decoder.c,663,"static lv_res_t lv_img_decoder_built_in_line_indexed(lv_img_decoder_dsc_t * dsc, lv_coord_t x, lv_coord_t y, lv_coord_t len, uint8_t * buf)",14.020914,8.57647,2.8888888,2.5555556,85,81,165,9,26,4,23,8,,True
lvgl\src\lv_objx\lv_ta.c,576,"void lv_ta_set_cursor_pos(lv_obj_t * ta, int16_t pos)",1.3333334,0.33333334,1,0,54,18,18,1,1,1,0,0,,True
lvgl\src\lv_objx\lv_list.c,793,"static lv_res_t lv_list_signal(lv_obj_t * list, lv_signal_t sign, void * param)",5.4672413,4.2672415,1,0.2,116,99,102,5,5,1,1,0,,True
lvgl\src\lv_themes\lv_theme_default.c,242,static void kb_init(void),1.7272727,0.72727275,1,0,11,8,8,1,1,1,0,0,,True
lvgl\src\lv_themes\lv_theme_default.c,358,"static void style_mod(lv_group_t * group, lv_style_t * style)",4.029412,1.5294118,2.5,0,17,13,33,2,5,2,0,3,,True
lvgl\src\lv_themes\lv_theme_mono.c,367,static void roller_init(void),2.7,0.7,2,0,10,7,14,1,2,2,0,1,,True
lvgl\src\lv_themes\lv_theme_default.c,137,static void bar_init(void),1.5714285,0.5714286,1,0,7,4,4,1,1,1,0,0,,False
lvgl\src\lv_objx\lv_list.c,769,"void lv_list_focus(const lv_obj_t * btn, lv_anim_enable_t anim)",1.3333334,0.33333334,1,0,9,3,3,1,1,1,0,0,,True
lvgl\src\lv_misc\lv_mem.c,86,void lv_mem_init(void),4.6904764,2.357143,1.3333334,1,14,11,21,3,4,3,3,1,,True
lvgl\src\lv_misc\lv_mem.c,191,void lv_mem_free(const void * data),7.763393,5.90625,1.2857143,0.5714286,32,27,56,7,9,5,4,2,,True
lvgl\src\lv_themes\lv_theme_alien.c,487,static void cb_init(void),2.9347825,0.9347826,2,0,46,43,86,1,2,2,0,1,,True
