FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
allegro5\src\x\xdisplay.c,163,"static bool xdpy_create_display_window(ALLEGRO_SYSTEM_XGLX * system, ALLEGRO_DISPLAY_XGLX * d, int w, int h, int adapter)",1.1182796,0.11827957,1.0,0.0,93,11,11,1,1,1,0,0,false
allegro5\addons\audio\pulseaudio.c,451,static int pulseaudio_allocate_recorder(ALLEGRO_AUDIO_RECORDER * r),1.1081082,0.10810811,1.0,0.0,37,4,4,1,1,1,0,0,false
allegro5\src\x\xglx_config.c,402,"static void select_best_visual(ALLEGRO_DISPLAY_XGLX * glx, ALLEGRO_EXTRA_DISPLAY_SETTINGS * * eds, int eds_count, bool using_fbc)",1.1034483,0.10344828,1.0,0.0,29,3,3,1,1,1,0,0,false
allegro5\src\sdl\sdl_system.c,74,static void sdl_heartbeat(void),1.101695,0.10169491,1.0,0.0,59,6,6,1,1,1,0,0,false
allegro5\src\x\xglx_config.c,487,"static GLXContext create_context_new(int ver, Display * dpy, GLXFBConfig fb, GLXContext ctx, bool forward_compat, bool want_es, int major, int minor)",1.0967742,0.09677419,1.0,0.0,31,3,3,1,1,1,0,0,false
allegro5\examples\ex_dir.c,83,"int main(int argc, char * * argv)",1.0833334,0.083333336,1.0,0.0,36,3,3,1,1,1,0,0,false
allegro5\src\win\wgl_disp.c,773,"static ALLEGRO_EXTRA_DISPLAY_SETTINGS * * get_available_pixel_formats_old(int * count, HDC dc)",1.081081,0.08108108,1.0,0.0,37,3,3,1,1,1,0,0,false
allegro5\src\x\xdisplay.c,299,"static ALLEGRO_DISPLAY_XGLX * xdpy_create_display_locked(ALLEGRO_SYSTEM_XGLX * system, int flags, int w, int h, int adapter)",1.080537,0.08053691,1.0,0.0,149,6,6,2,2,2,0,0,false
allegro5\src\linux\lmseev.c,343,static void process_key(const struct input_event * event),1.0789473,0.078947365,1.0,0.0,38,3,3,1,1,1,0,0,false
allegro5\addons\audio\pulseaudio.c,224,static int pulseaudio_allocate_voice(ALLEGRO_VOICE * voice),1.0769231,0.07692308,1.0,0.0,52,4,4,1,1,1,0,0,false
allegro5\src\x\xglx_config.c,350,static ALLEGRO_EXTRA_DISPLAY_SETTINGS * * get_visuals_old(int * eds_count),1.0731708,0.07317073,1.0,0.0,41,3,3,1,1,1,0,0,false
allegro5\src\x\xrandr.c,314,static bool xrandr_query(ALLEGRO_SYSTEM_XGLX * s),1.0689656,0.06896552,1.0,0.0,87,6,6,1,1,1,0,0,false
allegro5\src\win\wsystem.c,810,HMODULE _al_win_safe_load_library(const char * filename),1.0681819,0.06818182,1.0,0.0,44,3,3,1,1,1,0,0,false
allegro5\src\x\xglx_config.c,214,"static ALLEGRO_EXTRA_DISPLAY_SETTINGS * * get_visuals_new(ALLEGRO_DISPLAY_XGLX * glx, int * eds_count)",1.0652174,0.06521739,1.0,0.0,46,3,3,1,1,1,0,0,false
allegro5\src\opengl\ogl_bitmap.c,395,static bool ogl_upload_bitmap(ALLEGRO_BITMAP * bitmap),1.0645161,0.06451613,1.0,0.0,124,8,8,1,1,1,0,0,false
allegro5\addons\primitives\triangulator.c,104,"static bool poly_find_closest_intersection(_AL_LIST * vertices, const float * vertex, float * point, _AL_LIST_ITEM * * edge0, _AL_LIST_ITEM * * edge1)",1.0416666,0.041666668,1.0,0.0,48,2,2,1,1,1,0,0,false
allegro5\examples\ex_ttf.c,227,"int main(int argc, char * * argv)",1.0315789,0.031578947,1.0,0.0,95,3,3,1,1,1,0,0,false
allegro5\examples\ex_depth_mask.c,109,"int main(int argc, char * * argv)",1.0285715,0.028571429,1.0,0.0,105,3,3,1,1,1,0,0,false
allegro5\examples\ex_vertex_buffer.c,82,"int main(int argc, char * * argv)",1.0260869,0.026086956,1.0,0.0,115,3,3,1,1,1,0,0,false
allegro5\addons\image\png.c,92,"static ALLEGRO_BITMAP * really_load_png(png_structp png_ptr, png_infop info_ptr, int flags)",1.0216216,0.021621622,1.0,0.0,185,4,4,1,1,1,0,0,false
allegro5\examples\ex_native_filechooser.c,158,"int main(int argc, char * * argv)",1.0171429,0.017142856,1.0,0.0,175,3,3,1,1,1,0,0,false
